Name	Species	Power	Height	Weight	Age
Elex_White	Dragon	Floating_disk	1	1	398.46
Volney_Gulgowski	Kobold	Fireball	764	396	75.15
Salma_Renner	Giant	Cure_critical_wounds	490	332	720.82
Olinda_Ritchie	Kobold	Magic_missile	701	684	989.69
Janelle_Becker	Kobold	Floating_disk	169	822	668.37
Ivor_Larson	Human	Dimension_door	976	757	816.9
Marley_Monahan	Human	Lightning_bolt	164	274	129.71
Tyrik_Beier	Dragon	Cure_critical_wounds	361	919	39.52
Estrella_O'Connell	Goblin	Magic_missile	743	275	484.23
Mohammed_Shields	Beholder	Magic_missile	930	680	991.86
Buena_Pfeffer	Elf	Magic_missile	87	169	352.3
Elvin_Connelly	Elf	Dimension_door	269	719	141.42
Dee_Quigley	Giant	Cure_critical_wounds	201	39	795.9
Rosita_O'Hara	Dragon	Cure_critical_wounds	227	513	184.77
Murry_Wolf	Dragon	Lightning_bolt	754	843	605.99
Lynn_Tremblay	Beholder	Cure_critical_wounds	798	5	709.08
Maebelle_Gleason	Beholder	Floating_disk	786	527	820.35
Furman_Gorczany	Elf	Cure_critical_wounds	418	874	956.05
Levar_Marks	Giant	Lightning_bolt	61	594	170.31
Buelah_Howe	Human	Dimension_door	663	646	664.9
Kameron_Schroeder	Giant	Magic_missile	786	78	185.76
Pansy_Walsh	Elf	Cure_critical_wounds	19	762	354.28
Glenn_Lakin	Giant	Magic_missile	802	73	64.48
Brenden_Maggio	Dragon	Fireball	436	18	95.96
Bobbie_Gibson	Beholder	Magic_missile	588	78	249.99
Narcissus_Witting	Goblin	Fireball	686	883	565.05
Trinity_Jacobi	Goblin	Cure_critical_wounds	774	487	77.98
Tori_Hoeger	Kobold	Lightning_bolt	761	758	183.64
Vernie_Murray	Elf	Floating_disk	565	185	253.97
Dossie_Dach	Beholder	Dimension_door	283	177	343.98
Kiera_Keebler	Elf	Dimension_door	335	589	988.51
Bee_Daniel	Dragon	Dimension_door	187	16	605.79
Lesley_Lehner	Human	Fireball	685	435	377.68
Berenice_Witting	Human	Floating_disk	827	95	312.86
Oleta_Gulgowski	Giant	Dimension_door	558	991	138.02
Tyrone_Ryan	Elf	Lightning_bolt	725	896	290.37
Huey_Lueilwitz	Goblin	Cure_critical_wounds	822	746	392.77
Kelvin_Nader	Dragon	Fireball	277	559	542.52
Unnamed_Robel	Giant	Dimension_door	98	421	501.26
Neola_Schmidt	Elf	Dimension_door	515	882	938.15
Trudi_Mohr	Beholder	Cure_critical_wounds	939	25	310.56
Virgia_Frami	Giant	Dimension_door	225	969	129.43
Marcell_Pfeffer	Dragon	None	35	14	194.22
Annabella_Morissette	Giant	Cure_critical_wounds	684	947	637.4
Iva_Kris	Beholder	Dimension_door	523	712	481.15
Michaele_Lesch	Dragon	Cure_critical_wounds	62	378	17.86
Tenisha_Russel	Dragon	Cure_critical_wounds	605	45	490.92
Janel_Gutmann	Giant	None	944	576	855.0
Karyn_Swift	Elf	Fireball	625	78	770.69
Nick_Jerde	Kobold	Floating_disk	184	233	745.6
Florine_Purdy	Human	Dimension_door	538	53	677.03
Jenna_Stoltenberg	Beholder	None	788	826	512.43
Luvenia_Kemmer	Human	Magic_missile	578	91	290.86
Hazel_Orn	Beholder	Dimension_door	635	567	937.78
Celestino_Grant	Beholder	Fireball	722	260	470.06
Lutie_Koch	Beholder	Lightning_bolt	842	388	715.36
Debi_Gleason	Human	Fireball	920	451	341.24
Elvin_Harris	Dragon	Lightning_bolt	817	6	519.56
Juan_Jaskolski	Beholder	None	713	530	594.46
Aydin_Yost	Kobold	Cure_critical_wounds	794	845	712.8
Billye_Turcotte	Human	Floating_disk	417	699	571.72
Ewald_Wunsch	Elf	Dimension_door	196	437	191.94
Laverne_Jenkins	Dragon	Dimension_door	372	961	240.41
Verne_Hills	Kobold	Cure_critical_wounds	778	192	995.68
Dianna_Pacocha	Dragon	Dimension_door	331	577	539.54
Victor_Mayer	Beholder	None	682	579	167.43
Marilynn_Mueller	Elf	Fireball	490	100	416.76
Zada_Armstrong	Giant	None	851	283	158.52
Hilma_Wisozk	Giant	None	595	551	820.03
Babe_Rodriguez	Elf	Dimension_door	474	302	7.33
Beda_Pacocha	Giant	Floating_disk	365	941	687.4
Natosha_Kuhic	Beholder	Cure_critical_wounds	171	838	189.75
Rodrigo_Cormier	Human	Fireball	804	103	982.69
Winfred_Homenick	Giant	Cure_critical_wounds	522	127	136.37
Sherita_Breitenberg	Dragon	None	798	391	891.43
Princess_Swift	Elf	Cure_critical_wounds	539	517	689.26
Osvaldo_Graham	Human	Magic_missile	304	102	974.62
Kelsie_Schumm	Beholder	Dimension_door	419	7	313.72
Kristan_Hoppe	Beholder	None	972	423	629.13
Marquise_Koepp	Human	None	49	430	830.42
Natalya_Denesik	Elf	Lightning_bolt	596	439	98.55
Carey_Douglas	Human	None	138	918	653.0
Golden_Klein	Kobold	None	843	505	131.62
Earline_Reynolds	Human	Floating_disk	725	825	818.95
Amparo_Bartell	Kobold	Cure_critical_wounds	658	237	824.96
Celine_Brekke	Beholder	Dimension_door	393	335	67.77
Kamren_O'Hara	Kobold	Dimension_door	132	559	713.57
Antwon_Mueller	Kobold	Dimension_door	196	492	27.92
Hilmer_Collins	Goblin	Cure_critical_wounds	735	191	200.66
Jayvion_Mante	Beholder	Floating_disk	991	32	541.25
Linzy_Sanford	Beholder	Cure_critical_wounds	929	354	382.9
Maximilian_Anderson	Human	Magic_missile	896	582	833.56
Danica_Olson	Giant	Fireball	926	133	475.48
Rylan_Nolan	Elf	Fireball	321	134	603.24
Deonta_Jewess	Elf	Dimension_door	873	780	864.09
Ima_Hermiston	Beholder	Dimension_door	791	506	65.45
Casper_Huel	Kobold	Fireball	255	627	693.31
Ason_Zulauf	Giant	Magic_missile	158	64	290.92
Alena_Ferry	Human	Floating_disk	321	816	945.11
Knute_Quigley	Dragon	Magic_missile	884	165	363.29
Romello_Mertz	Beholder	Cure_critical_wounds	136	66	52.01
Coletta_Bechtelar	Beholder	Lightning_bolt	106	226	750.7
Jerad_Will	Beholder	None	777	915	392.19
Lovina_Glover	Beholder	None	929	736	526.71
Iona_Prohaska	Dragon	Magic_missile	849	821	251.22
Jermey_Cole	Goblin	Fireball	420	153	103.83
Michel_Volkman	Beholder	Dimension_door	406	715	873.44
Delora_Cummerata	Kobold	Fireball	701	612	606.54
Juliana_Deckow	Kobold	Cure_critical_wounds	882	644	935.57
Tristan_McClure	Giant	Cure_critical_wounds	279	713	433.21
Golden_Wehner	Beholder	None	722	909	590.0
Lyda_Kessler	Kobold	Dimension_door	969	95	458.64
Christene_Ondricka	Dragon	Cure_critical_wounds	448	834	747.02
Malachi_Littel	Dragon	None	72	936	601.42
Ernesto_Hayes	Human	Magic_missile	771	842	963.63
Elvie_Hickle	Dragon	Lightning_bolt	918	586	851.36
Daria_Schultz	Kobold	Magic_missile	8	449	701.24
Dayana_Hammes	Dragon	Dimension_door	419	733	984.58
Mallory_Rowe	Dragon	Fireball	196	974	649.95
Damarcus_Schmitt	Kobold	Magic_missile	262	396	253.11
Symone_Turcotte	Goblin	Lightning_bolt	563	709	144.99
Jamari_O'Connell	Human	Dimension_door	693	950	419.2
Messiah_King	Kobold	Fireball	119	959	876.1
Cecelia_Mann	Human	Magic_missile	997	433	74.03
Woodson_Lakin	Beholder	None	113	481	468.84
Barnie_Miller	Human	Dimension_door	5	325	20.32
Johanna_Wilkinson	Elf	Cure_critical_wounds	231	833	574.43
Reece_Cummings	Giant	Magic_missile	779	40	798.55
Terry_Johns	Kobold	Cure_critical_wounds	368	32	498.91
Dexter_Jones	Giant	Cure_critical_wounds	840	30	255.36
Philomene_Toy	Kobold	Fireball	987	921	994.13
Sydell_Jewess	Goblin	Magic_missile	675	692	759.66
Jerica_Effertz	Elf	Cure_critical_wounds	470	545	870.3
Khiry_Windler	Dragon	Fireball	397	659	634.26
Arch_Tillman	Goblin	Lightning_bolt	743	536	297.45
Nikole_Ondricka	Elf	Cure_critical_wounds	60	59	155.04
Butler_Hansen	Goblin	Dimension_door	859	921	148.02
Hadassah_Goldner	Dragon	Fireball	591	828	515.81
Mortimer_Ebert	Goblin	Floating_disk	613	839	605.71
Kimball_Dickens	Elf	Floating_disk	553	99	426.7
Jessy_Kassulke	Beholder	Lightning_bolt	54	271	115.95
Tex_Windler	Kobold	Floating_disk	130	318	62.3
Burnice_Mohr	Elf	Magic_missile	644	171	326.12
Jacquline_Rath	Beholder	None	794	646	233.5
Fisher_Kuphal	Dragon	Fireball	854	977	755.09
Michale_Purdy	Beholder	Cure_critical_wounds	589	570	375.72
Delpha_Zboncak	Kobold	Floating_disk	658	107	381.29
Bettye_Hegmann	Human	Lightning_bolt	407	16	676.36
Henrietta_Bauch	Goblin	None	201	924	173.23
Shona_Wilkinson	Elf	Lightning_bolt	474	841	609.97
Kenton_Lakin	Beholder	Floating_disk	263	973	42.62
Obie_Gleason	Dragon	Magic_missile	552	487	547.57
Lacie_Abernathy	Dragon	Floating_disk	276	456	534.8
Claudio_Dibbert	Human	None	259	787	157.87
Marilynn_Pacocha	Kobold	Magic_missile	687	136	52.53
Virgie_Herman	Giant	Cure_critical_wounds	458	790	82.79
Damarion_Hyatt	Kobold	Magic_missile	776	575	643.73
Rufus_Larson	Elf	None	464	624	714.84
Lavelle_Harris	Goblin	Fireball	883	333	907.48
Rae_VonRueden	Dragon	None	972	561	147.12
Silver_Nicolas	Dragon	Cure_critical_wounds	540	339	591.87
Hetty_Gaylord	Dragon	Dimension_door	203	431	168.08
Brett_Breitenberg	Beholder	Cure_critical_wounds	923	991	708.18
Britney_Schulist	Elf	Fireball	817	937	375.52
Caitlin_Lind	Elf	Lightning_bolt	925	686	726.99
Tristan_Keebler	Elf	Floating_disk	84	259	677.59
Dotty_Quigley	Giant	Cure_critical_wounds	391	498	455.15
Brady_Greenholt	Elf	Dimension_door	897	808	11.82
Georgeanna_Littel	Elf	Magic_missile	993	462	770.62
Conley_Gottlieb	Beholder	Dimension_door	794	265	435.28
Lesly_Langworth	Goblin	Magic_missile	756	750	617.19
Marlon_Hansen	Kobold	Fireball	99	744	71.2
Aubrey_Kling	Elf	Dimension_door	366	875	62.52
Donell_West	Kobold	Fireball	577	4	54.87
Elmo_Schoen	Beholder	Dimension_door	853	978	157.58
Mathias_Batz	Elf	None	861	77	590.59
Nanna_Windler	Human	Fireball	413	739	356.24
Addisyn_Hane	Human	Dimension_door	344	590	288.85
Wes_Jones	Goblin	Floating_disk	550	179	380.21
Maudie_Zieme	Elf	None	575	853	807.52
Channing_Kiehn	Human	Dimension_door	947	351	501.29
Blair_Abernathy	Beholder	Magic_missile	922	201	181.82
Elisabeth_Schmitt	Human	Cure_critical_wounds	685	851	200.21
Doreen_Beier	Human	Lightning_bolt	725	487	184.58
Cathrine_Carroll	Elf	Magic_missile	586	491	999.03
Skip_Ruecker	Human	Dimension_door	5	507	711.22
Laney_Robel	Beholder	Magic_missile	657	7	761.24
Clementina_Dach	Giant	Magic_missile	617	24	275.6
Starling_Morar	Elf	Cure_critical_wounds	272	912	757.53
Carrol_Graham	Human	Lightning_bolt	396	516	291.48
Joanna_Nicolas	Goblin	Magic_missile	217	426	88.86
Vernie_Zboncak	Beholder	Fireball	495	263	108.58
Gene_Romaguera	Dragon	Lightning_bolt	756	773	178.02
Matt_Herman	Kobold	Cure_critical_wounds	187	72	486.98
Oran_Tremblay	Kobold	Cure_critical_wounds	561	419	251.44
Ether_Terry	Goblin	Lightning_bolt	468	144	574.27
Bernhard_Zemlak	Goblin	Fireball	124	923	462.27
Dock_Klein	Elf	None	764	849	857.46
Willie_Dietrich	Giant	None	237	816	536.1
Ragna_Ebert	Human	Magic_missile	691	871	398.83
Claire_Koelpin	Human	Magic_missile	396	764	550.27
Elmore_Sawayn	Dragon	Fireball	378	157	831.44
Adria_Altenwerth	Dragon	None	560	282	614.06
Harden_Boyer	Giant	Lightning_bolt	228	307	252.07
Paulette_Hagenes	Kobold	Dimension_door	195	534	865.01
Iridian_Mante	Dragon	Lightning_bolt	941	611	743.12
Demarcus_Effertz	Elf	None	841	966	488.63
Kimora_Stark	Elf	Dimension_door	676	359	740.31
Gaylord_Moen	Dragon	Floating_disk	693	548	689.81
Roxy_Stracke	Human	Floating_disk	871	434	761.83
Sheryl_Spencer	Kobold	None	380	29	759.66
Zollie_Hills	Beholder	Magic_missile	606	249	857.57
Jessye_Langworth	Elf	Cure_critical_wounds	348	118	233.44
Carsen_Boehm	Elf	Floating_disk	427	247	276.03
Tera_Stamm	Elf	Fireball	337	716	491.16
Mandie_Macejkovic	Elf	Dimension_door	860	973	718.17
Kalel_Lowe	Dragon	Fireball	287	240	890.56
Elmire_Quigley	Human	Dimension_door	135	979	671.17
Melinda_Romaguera	Dragon	None	757	211	999.45
Steve_Robel	Giant	Floating_disk	165	893	811.2
Shay_Toy	Kobold	Lightning_bolt	22	465	112.26
Alston_Johnston	Beholder	Cure_critical_wounds	363	378	264.85
Ibrahim_Emmerich	Elf	Dimension_door	282	87	500.07
Van_Bashirian	Kobold	Floating_disk	366	527	802.64
Louie_Ferry	Elf	Fireball	920	780	221.38
Genie_Runte	Kobold	Floating_disk	552	403	353.67
Tamica_Sauer	Dragon	Dimension_door	473	11	470.58
Cannie_O'Hara	Giant	Lightning_bolt	578	331	438.35
Archer_Bergstrom	Human	Fireball	594	142	679.73
Charline_Schmeler	Human	None	61	590	584.28
Troy_Robel	Giant	Floating_disk	459	352	510.22
Harley_Gerlach	Human	Cure_critical_wounds	552	286	531.3
Hans_Zulauf	Goblin	Floating_disk	830	61	539.21
Mauro_Hills	Human	Floating_disk	904	984	277.8
Jazmine_Rau	Dragon	Fireball	157	725	17.95
Waldemar_Zulauf	Elf	None	12	852	619.94
Blair_Littel	Human	Floating_disk	927	129	367.71
Primus_Rippin	Beholder	Magic_missile	922	569	402.18
Timmothy_Aufderhar	Kobold	Cure_critical_wounds	461	251	22.76
Rylan_O'Reilly	Elf	Cure_critical_wounds	114	25	693.33
Tremaine_Keeling	Giant	Magic_missile	220	69	821.83
Cami_Zieme	Elf	Magic_missile	187	505	39.94
Mina_Stoltenberg	Beholder	Fireball	959	510	627.37
Danny_Nienow	Dragon	None	305	631	43.76
Aleck_Wiza	Giant	Fireball	31	616	742.88
Adelina_Shanahan	Beholder	Magic_missile	158	778	416.7
Junia_Streich	Dragon	Floating_disk	862	816	274.06
Josefita_Beier	Kobold	Fireball	556	191	310.28
Jaylon_Casper	Beholder	Floating_disk	917	642	143.93
Rollin_Walter	Beholder	Magic_missile	136	313	802.8
Florine_Lowe	Dragon	Floating_disk	544	95	768.21
Mallory_Zulauf	Dragon	Cure_critical_wounds	605	285	166.65
Anwar_Schmidt	Elf	Magic_missile	344	158	623.4
Hildur_Renner	Human	Cure_critical_wounds	474	511	820.78
Ryley_Dibbert	Elf	Cure_critical_wounds	312	457	463.01
Candida_Hartmann	Goblin	Floating_disk	510	685	972.11
Roscoe_Koepp	Kobold	Cure_critical_wounds	662	91	290.32
Robert_Hickle	Giant	Dimension_door	409	812	85.69
Bronson_Huels	Elf	Cure_critical_wounds	854	589	240.3
Jordon_Gerhold	Elf	Lightning_bolt	637	59	123.68
Jasmine_Macejkovic	Giant	Lightning_bolt	970	79	546.31
Aja_Grady	Kobold	Floating_disk	299	805	598.01
Griselda_Willms	Beholder	Dimension_door	516	84	913.34
Eldridge_Durgan	Goblin	Fireball	754	576	94.66
Eber_Mosciski	Human	Magic_missile	871	105	950.76
Elizabet_Becker	Elf	Floating_disk	147	867	774.01
Leyla_Mann	Elf	Magic_missile	515	552	428.01
Brady_Schowalter	Human	None	881	952	983.66
Breana_Bogisich	Goblin	Dimension_door	716	721	102.91
Michel_Lind	Kobold	Lightning_bolt	839	234	807.41
Simone_Wolff	Kobold	Dimension_door	610	366	86.58
Orris_Hoppe	Kobold	Fireball	770	405	844.94
Tyrique_Crona	Human	None	286	12	481.36
Olie_Fritsch	Giant	None	145	445	301.34
Flor_Koch	Goblin	Floating_disk	581	473	234.09
Etha_Mosciski	Elf	Lightning_bolt	974	642	918.14
Corie_Koch	Beholder	Cure_critical_wounds	660	798	299.95
Pleasant_Ullrich	Elf	Cure_critical_wounds	358	857	633.21
Docia_Daugherty	Beholder	Cure_critical_wounds	59	847	652.55
Kenneth_VonRueden	Goblin	Fireball	865	415	764.38
Lahoma_Blick	Elf	None	857	378	553.27
Bo_Ziemann	Elf	Floating_disk	625	705	554.99
Kadyn_Davis	Giant	Magic_missile	246	303	850.81
Essence_Murphy	Goblin	Lightning_bolt	913	981	131.64
Jossie_Miller	Beholder	Floating_disk	704	15	947.53
Josephus_Marvin	Elf	Magic_missile	774	850	78.35
Shay_Cartwright	Giant	Cure_critical_wounds	508	516	33.65
Lauryn_Hilpert	Human	Lightning_bolt	527	96	886.46
Ava_Reilly	Human	Dimension_door	129	899	766.26
Dereon_Walter	Elf	Lightning_bolt	762	595	960.91
Shena_Mohr	Dragon	Dimension_door	527	721	184.99
Linn_Goyette	Goblin	Magic_missile	267	927	721.55
Rhett_Schroeder	Beholder	Fireball	802	845	431.35
Clair_Upton	Elf	Fireball	678	828	706.1
Douglas_Hirthe	Kobold	Dimension_door	60	751	98.98
Jarrad_Reichel	Dragon	Dimension_door	949	239	50.97
Ena_Hand	Giant	Magic_missile	199	417	294.73
Bob_Williamson	Human	Dimension_door	759	61	938.8
Kizzie_Murphy	Giant	Fireball	891	226	108.33
Jarad_Roob	Goblin	None	124	483	431.97
Manilla_Cremin	Giant	Cure_critical_wounds	732	760	109.08
Donat_Schinner	Dragon	Fireball	251	411	107.49
Jens_Roob	Goblin	Lightning_bolt	963	816	163.83
Hobert_Lindgren	Human	Lightning_bolt	15	515	733.19
Danette_Ernser	Human	None	115	463	633.09
Keifer_Hirthe	Human	Floating_disk	498	963	855.21
Myra_Roberts	Goblin	Magic_missile	362	122	370.34
Durward_Grant	Dragon	Cure_critical_wounds	841	971	491.02
Titus_Russel	Human	Magic_missile	727	862	760.55
Aloma_Parisian	Kobold	Fireball	914	631	366.91
Sloane_Pacocha	Human	Magic_missile	935	788	209.02
Jaquez_Lowe	Human	Magic_missile	699	943	237.93
Denver_Turcotte	Beholder	Dimension_door	510	339	925.15
Burns_Romaguera	Dragon	Lightning_bolt	831	2	394.8
Tabatha_Price	Kobold	Fireball	60	677	376.06
Traci_Ratke	Elf	Magic_missile	732	225	594.37
Unnamed_Bradtke	Human	Floating_disk	860	973	688.48
Amos_Schowalter	Goblin	Fireball	21	378	844.09
Honora_Herzog	Human	Floating_disk	805	300	386.59
Harley_Lowe	Dragon	Dimension_door	354	802	800.57
Ellison_Cruickshank	Dragon	Cure_critical_wounds	30	690	267.53
Keyshawn_Volkman	Beholder	Magic_missile	411	910	824.32
Ellison_Yost	Kobold	Magic_missile	172	846	797.76
Medora_Purdy	Goblin	None	629	110	652.42
Lucien_Ziemann	Human	Floating_disk	592	181	472.73
Kiyoko_Greenfelder	Giant	Lightning_bolt	245	635	283.85
Roxy_Hauck	Beholder	Fireball	601	349	435.27
Bertram_Johns	Elf	Magic_missile	520	590	649.84
Torrey_Baumbach	Human	Cure_critical_wounds	381	489	492.55
Redmond_Beer	Human	Dimension_door	737	80	658.25
Monserrat_Doyle	Human	Magic_missile	668	558	945.02
Will_Kautzer	Human	Lightning_bolt	909	415	51.57
Colbert_Mosciski	Human	None	886	749	834.37
Yamilex_Murazik	Dragon	Dimension_door	157	395	781.69
Lutie_Beier	Goblin	Dimension_door	412	816	3.11
Seldon_Schuster	Elf	Fireball	945	397	496.16
Ebbie_Gaylord	Human	Fireball	983	989	677.54
Adamaris_McGlynn	Kobold	Magic_missile	536	692	398.14
Curtiss_Gibson	Dragon	None	947	734	554.31
Georgetta_Hane	Giant	Floating_disk	131	646	629.65
Wirt_Kemmer	Beholder	Fireball	783	892	551.3
Ruben_Doyle	Beholder	Floating_disk	849	561	718.87
Humberto_Jacobson	Human	Lightning_bolt	447	344	945.16
Breanna_Lubowitz	Goblin	Magic_missile	885	537	769.2
Brendan_Bayer	Human	Dimension_door	802	235	207.41
Arie_Daugherty	Elf	Magic_missile	771	429	894.0
Chanelle_Lindgren	Beholder	None	477	282	469.08
Lea_Mohr	Kobold	None	575	76	139.02
Marlie_Morissette	Human	Floating_disk	413	8	557.74
Lindsay_Mayer	Dragon	Lightning_bolt	944	423	729.81
Cydney_Rogahn	Beholder	Lightning_bolt	388	382	73.55
Atlas_Schinner	Goblin	Magic_missile	347	476	706.39
Jelani_Murray	Beholder	Floating_disk	803	275	589.31
Winona_Corkery	Goblin	Floating_disk	956	118	32.7
Lannie_Ruecker	Elf	None	535	128	329.85
Katia_Spencer	Dragon	Dimension_door	863	449	271.66
Brian_Weissnat	Beholder	None	163	861	672.49
Margarett_Powlowski	Beholder	Dimension_door	686	511	725.27
Shelley_Simonis	Kobold	Cure_critical_wounds	521	886	714.57
Devaughn_Bayer	Elf	Dimension_door	795	658	316.81
Magen_Wolff	Elf	Lightning_bolt	322	655	565.26
Venus_Stanton	Dragon	None	931	163	357.35
Tiffany_Kuhn	Giant	None	614	491	396.65
Isidro_Metz	Kobold	Fireball	839	859	354.05
Reba_Senger	Human	Lightning_bolt	956	208	886.55
Alphonse_Konopelski	Beholder	None	138	45	688.18
Pleas_Streich	Beholder	Lightning_bolt	164	736	250.35
Gannon_Deckow	Goblin	Floating_disk	336	829	752.07
Les_Grimes	Goblin	Magic_missile	542	354	783.81
Kylah_Fisher	Elf	Fireball	592	907	46.15
Carri_Schiller	Human	Lightning_bolt	587	235	134.09
Cecily_McLaughlin	Kobold	Floating_disk	435	192	985.58
Damion_Reilly	Beholder	Lightning_bolt	568	302	154.86
Nathaly_Herman	Giant	Fireball	457	449	727.31
Kianna_Schmidt	Elf	Floating_disk	290	436	393.73
Elon_Labadie	Goblin	Cure_critical_wounds	551	974	458.07
Beula_Kerluke	Goblin	Magic_missile	549	229	892.36
Nim_Nienow	Kobold	Floating_disk	992	750	998.09
Ilo_O'Kon	Beholder	Dimension_door	410	675	337.94
Felton_Welch	Kobold	Dimension_door	519	909	567.01
Elisabeth_Lueilwitz	Kobold	Floating_disk	15	735	355.83
Arbie_Strosin	Human	None	347	194	251.26
Twyla_Ullrich	Dragon	Lightning_bolt	562	950	549.66
Dian_Schoen	Elf	Dimension_door	179	630	493.39
Andrae_Friesen	Goblin	Cure_critical_wounds	226	428	557.07
Russ_Hoppe	Dragon	Cure_critical_wounds	58	512	25.92
Iver_Bashirian	Beholder	Lightning_bolt	898	710	674.8
Brendon_Spinka	Human	Fireball	294	129	420.45
Lawyer_Cremin	Human	Dimension_door	884	535	822.06
Jerrie_Gusikowski	Beholder	Dimension_door	546	854	432.41
Rich_Glover	Human	Lightning_bolt	237	995	965.22
Jerri_Schneider	Goblin	Lightning_bolt	697	792	16.82
Clifford_Kassulke	Dragon	Dimension_door	174	228	863.96
Shelbie_Durgan	Goblin	None	465	231	122.45
Newton_Crona	Elf	Lightning_bolt	507	981	32.89
Keon_Stanton	Beholder	Floating_disk	511	10	518.34
Casen_Pfeffer	Kobold	Floating_disk	296	603	455.26
Ova_Armstrong	Elf	None	525	732	239.45
Monnie_Ernser	Dragon	Magic_missile	148	545	435.95
Lindsay_Volkman	Elf	Dimension_door	928	807	769.8
Isaak_Torphy	Giant	Cure_critical_wounds	514	294	535.45
Yasmine_Powlowski	Dragon	None	768	47	681.54
Bernardine_Kris	Dragon	Cure_critical_wounds	233	347	878.22
Love_Dickens	Kobold	Dimension_door	934	671	704.02
Kathey_Reichert	Giant	Dimension_door	493	969	436.13
Burl_Muller	Elf	Cure_critical_wounds	696	527	27.26
Carolynn_Crooks	Goblin	Fireball	496	470	666.21
Teddie_Beahan	Dragon	Fireball	333	469	129.57
Elena_Ferry	Dragon	Dimension_door	840	358	258.75
Alanzo_Wunsch	Human	Cure_critical_wounds	813	456	450.08
Willodean_Wunsch	Beholder	Lightning_bolt	443	437	55.43
August_Bosco	Elf	Fireball	196	984	317.4
Nettie_Schumm	Dragon	None	80	340	691.13
Kaylin_Trantow	Giant	None	778	586	627.83
London_Walker	Elf	Lightning_bolt	44	717	973.42
Marti_Vandervort	Goblin	Floating_disk	227	855	962.71
Oline_Farrell	Elf	None	300	654	837.61
Alfred_Weber	Giant	Lightning_bolt	407	861	543.33
Geoffrey_Reinger	Kobold	Dimension_door	928	676	697.32
Donald_Dietrich	Elf	Dimension_door	888	928	509.88
Noah_Pfannerstill	Beholder	Fireball	467	675	957.62
Jarrett_Renner	Goblin	Dimension_door	610	688	463.46
Kattie_Ortiz	Elf	Lightning_bolt	609	841	906.89
Burns_Spinka	Elf	Fireball	54	351	180.17
Cheryll_Miller	Goblin	Cure_critical_wounds	552	59	208.45
Donia_Hudson	Giant	None	390	231	51.44
Levie_Crist	Beholder	Magic_missile	745	995	166.34
Lafayette_Gutmann	Goblin	None	403	317	821.51
Major_Hoeger	Kobold	None	831	881	624.47
Janie_Rice	Dragon	Cure_critical_wounds	878	966	948.76
Coty_Murray	Human	Floating_disk	810	764	134.47
Harley_Rohan	Goblin	Dimension_door	568	384	234.42
Cullen_Krajcik	Giant	Cure_critical_wounds	691	664	816.9
Loraine_Stehr	Goblin	Dimension_door	960	309	85.75
Earnest_Becker	Dragon	Magic_missile	918	60	330.14
Loria_McGlynn	Dragon	Fireball	172	533	235.05
Glennie_Schneider	Human	Magic_missile	4	721	401.5
Gertrude_Koch	Beholder	Lightning_bolt	951	153	964.13
Alvaro_Lubowitz	Giant	Fireball	321	992	806.61
Vanessa_Jakubowski	Kobold	Magic_missile	829	23	415.03
Fleeta_Stark	Beholder	Lightning_bolt	940	264	979.29
Cressie_Keeling	Elf	Dimension_door	50	63	793.1
Ednah_Weissnat	Human	Cure_critical_wounds	531	967	55.25
Zaiden_Schmitt	Kobold	Lightning_bolt	100	509	285.94
Malakai_Watsica	Elf	Cure_critical_wounds	981	986	437.23
Arman_Friesen	Elf	Floating_disk	655	581	61.08
Sasha_Brakus	Elf	Fireball	578	365	317.71
Marge_Kassulke	Dragon	None	666	583	478.33
Soledad_Deckow	Beholder	None	348	362	490.56
Glen_Price	Goblin	Cure_critical_wounds	656	86	717.36
Achsah_Ruecker	Human	Fireball	929	215	574.23
Adelard_Mayert	Kobold	Fireball	318	532	814.83
Brian_Murazik	Goblin	Lightning_bolt	845	420	969.54
Edie_Shanahan	Beholder	None	79	901	505.54
Anitra_Von	Kobold	Magic_missile	801	335	681.58
Lolita_Larson	Kobold	Lightning_bolt	667	410	54.23
Maryellen_Cartwright	Dragon	None	714	23	551.38
Brad_Ullrich	Goblin	Cure_critical_wounds	605	393	805.02
Kellie_Cremin	Kobold	Fireball	769	905	331.89
Nicolle_Bergstrom	Elf	None	346	985	773.41
Kindra_Hills	Dragon	Floating_disk	511	378	818.89
Hazle_Daniel	Dragon	Dimension_door	596	337	399.6
Billye_Marks	Human	Floating_disk	891	57	419.22
Liane_Goodwin	Human	Floating_disk	582	856	748.06
Opha_Boyer	Kobold	Fireball	210	97	511.24
Huston_Muller	Goblin	Magic_missile	579	134	754.36
Elvera_Windler	Giant	Fireball	684	942	207.52
Stacie_Bins	Beholder	Cure_critical_wounds	575	879	774.2
Richie_Berge	Dragon	Lightning_bolt	186	923	403.49
Kadijah_Kuvalis	Beholder	Floating_disk	659	669	536.29
Rayne_Hudson	Giant	Cure_critical_wounds	182	103	754.39
Roena_Metz	Goblin	None	462	96	606.4
Mozelle_Botsford	Human	None	442	232	272.16
Roswell_Ebert	Kobold	Dimension_door	876	747	621.6
Attie_Dicki	Beholder	Dimension_door	114	938	519.66
Jagger_Little	Elf	Floating_disk	956	391	628.45
Collier_Dach	Giant	Floating_disk	944	610	462.82
Merry_Weimann	Goblin	None	732	153	841.43
